"","X","User_id","Gender","Text","Label"
"274",276,815719501,"male","A sample of the fall colors we encountered during our day hike to Mount LeConte  This picture was    https t coqlz7fookM4",3
"275",277,815719502,"female","When u find out ur advisor put u in all the wrong classes this semester so ur a year behind",2
"276",278,815719503,"female","I m loving the harrypotter Sky channel",2
"277",279,815719504,"brand","Day off in Colorado and the wolf man is working on his fitness  Hitting SLC tomorrow  https t co0PrvCnA8eA",1
"278",280,815719505,"brand","I posted 67 photos on Facebook in the album  Bootlegger Bash 2015  https t coiGmRKgLYTB",1
"279",281,815719506,"male","Tell  to stand up to Monsanto and protect  GMO labeling  Sign the petition  https t coSL82I7iqh8  p2  RightToKnow  DARKAct",3
"280",282,815719507,"male","I just sent you a DM describing the issue and the email address associated with my account",3
"281",283,815719508,"female","Last week a teacher said that going to an HBCU doesn t give you an accurate perception of what the world is like and I m still not over it",2
"282",284,815719509,"female","ican turn from side to side in this damn bed wo havin to sit all the way up",2
"283",285,815719510,"female","Win the Fight KNs    PushAwardsKathNiels",2
"284",286,815719511,"male","News Amazon celebrates new vinyl store in unveiling the   13 Day Vinyl    https t coOlKFmaMmtC  EDM   Followback https t coZ0cq8di0sp",3
"285",287,815719512,"brand","Jason Peters should be good to go when the Eagles start training again next Tuesday   FlyEaglesFly https t cowvUzDZQGav",1
"286",288,815719513,"female","the fact that I miss you so much makes me want to cry  I m dropping out just so I can move to Cali",2
"287",289,815719514,"female","Haaa      just put your lipstick over it you ll have the perfect pout",2
"288",290,815719515,"male","Rose to play without minutes restriction in season opener  The Chicago Bulls will open a new era under coach F    https t co6ec5nDJw9W",3
"289",291,815719516,"female","Holiday Candy Course  Learn the art of gourmet candy making and make gourmet chocolates in your own kitchen  https t coj1BKKeIqBA",2
"290",292,815719517,"female","Starting to like the new Conner family a little  CoronationStreet",2
"291",293,815719518,"male","Colt here  Be sure to Nicole  amp  Colt Edwards group  1027 we will start our fun and games for the Release of RECKLESS",3
"292",294,815719519,"male","1 new unfollower in the last day  Via https t coK1SASMDLEB",3
"293",295,815719520,"brand","On the positive side  I m learning to not be so butthurt over crap like I just tweeted   imstillpathetic lol",1
"294",296,815719521,"brand","Found a Transponder Snail  Killer rabbits     The amazing fauna of one winter island   TreCru https t coxG7TV33ATL",1
"295",297,815719522,"female","That  s the way you drop em      BigTits  Boobs  Tits   https t coWv3mjvXxd2 https t coH8p2ExMWqX",2
"296",298,815719523,"female","When I m working out amp I m so exhausted I feel like breaking down any sec listening to Hall Of Fame always gives me the kick I need to go on",2
"297",299,815719524,"brand","Will you test out the best social networking scheduling program  It is freely available for five  https t colKh0rglMRx",1
"298",300,815719525,"female","Mens  Shirt  BreakingBad WALT  I AM THE DANGER WHITE  Tshirt SIZE  MEDIUM   NEW   https t coDs5Zl3iODk  Bestseller  Auction",2
"299",301,815719527,"brand","FBI Director Says Videos  Hashtags Are Worsening The Citizen Police Divide   Huffington Post https t cofT68NPIQqb",1
"300",302,815719528,"brand","Gala Bingo clubs bought for   241m  The UK s largest High Street bingo operator  Gala  is being taken over by    https t cogWgpmsMmIs",1
"301",303,815719529,"female","Literally looking up old songs for the rest of the day",2
"302",304,815719530,"brand","The Flash Episode 2 03 Recap     https t cosqY1zCEwQ9 https t coFnXkQXVoYc  HotNews  geekinitiative",1
"303",305,815719531,"male","Yeah    I had to nail my mat to the floor",3
"304",306,815719532,"male","The ADA and you  How does this regulation affect your office   askHCSI https t coi3CLomKeMd",3
"305",307,815719533,"female","easy af that you left the pencil huh lol",2
"306",308,815719534,"male","Would    The Affair   Be Easier To Watch If The Kids Weren  t Such Brats   Spoilers   The Showtime series The Affa    https t coPZU4G93AdO",3
"307",309,815719535,"female","Preparing for the worst but still praying for the best",2
"308",310,815719536,"male","check out work on the    consent receipt   and safe harbour via consent analysis https t coR5ShghCSxe",3
"309",311,815719537,"male","Im never goin find the right girl",3
"310",312,815719538,"male","Dude the Jamaicans          https t coE1mdvu2PqN",3
"311",313,815719539,"female","WE COULD BE KINGS OF THE WORLD",2
"313",315,815719541,"male","Yes and no  They were bad last night  but Bradford also has the 2nd worst off target   in the NFL  Goes both ways",3
"314",316,815719542,"male","massimolandi  newyork  newyorkcity  nyc The Wall Street Bull  economia  economics https t co0rqkG8q5AB",3
"315",317,815719543,"female","hi   thank you for being so nice  you re my fave art but even the best artist couldn t draw you          follow me  please     79 605",2
"316",318,815719544,"male","Quad and a half kills to start off the round  276 block party   Play on pc  Slip into my    https t cofecWouEcfU",3
"317",319,815719545,"female","now back to this bitch that thinks it s okay to that the n word   what s good",2
"318",320,815719546,"male","Trey Wingo just did a Jim Halpert look to the camera when Herm Edwards was talking",3
"319",321,815719547,"male","Lets not forget the running backs too  if you can even stop the pass game  They have a pretty skilled lineman at fullback   BRUH",3
"320",322,815719548,"brand","Borland Groover brings fight with BCBS onto the public  stage https t co07spmHDa1m",1
"321",323,815719549,"brand","Gala Bingo clubs bought for   241m  The UK s largest High Street bingo operator  Gala  is being taken over by    https t coGQGmJ0mXgh",1
"322",324,815719550,"brand","Jack    s New    To     Video Will Make You Want To Kiss The Next Person You See  Jack U s newest video for  To U     https t coAWJR7W6GfV",1
"323",325,815719551,"female","I want the new and old   I want the F5   i want a rehaul   I want what Vanneka wants",2
"324",326,815719552,"brand","Burnout Paradise confirmed to be playable on Xbox One  Burnout Paradise  the fifth entry in the racing game series     https t coey6Cf2EHyf",1
"325",327,815719553,"female","Wondering how to grow on twitter  I gained 107 followers in the past week  This is the app  https t coeUCGj9sjxk",2
"326",328,815719554,"female","Photo  Elite Squad  The Enemy Within   Jos  Padilha   Action  amp  Adventure  490521733  Elite Squad 2 is a    https t cohajijeG0OJ",2
"327",329,815719555,"female","I just finished htgawm and so much was revealed in the last 3 minutes I think dying",2
"328",330,815719556,"brand","What happens in  Vegas  The 7  drinks you can only find on  theStrip  https t coA2HvatoeW5",1
"329",331,815719557,"brand","Triton men s golf shoots 306 in opening round of McDonough Cup   They re back on the course for the second round right now",1
"330",332,815719558,"male","Who is going to be the first one to say goodbya",3
"332",334,815719560,"male","Side nikka of the year",3
"333",335,815719561,"brand","Just did 1 and drafted 5 OLine  3 TE s and Lacy  No one will be able to stop the run",1
"334",336,815719562,"female","Review     Notorious RBG  The Life and Times of Ruth Bader Ginsburg   https t co0bE9eXEs0R",2
"335",337,815719563,"male","Im a huge fan of the Patriots  but some of you are just ignorant",3
"336",338,815719564,"female","Leonardo DaVinci  Just as iron rusts from disuse even so does inaction spoil the intellect",2
"337",339,815719565,"female","Photo  The Future of the Internet   Stanford Continuing Studies Program   Computer Science  384229952  The    https t coob6PlWD3du",2
"338",340,815719566,"female","Photo  Persian Circle   The University of Chicago   Middle Eastern Studies  391212381  Persian Circle The    https t coTSBvgrT7eP",2
"339",341,815719567,"male","View From The West Stand is pretty much going to write itself when we play Staines  Perfect draw for me   lofc",3
"340",342,815719568,"female","Hoarding voiture  be possessed of the benefits together with commbus  LJfXuqxRp",2
"341",343,815719569,"brand","biz The Launch Formula  Go from idea  to having an online business that makes you money  in only 30 days  https t copICP57hcL5",1
"342",344,815719570,"male","wles soa maravilhosp d  p se d verdads  Artist Of The Year  AMAs",3
"343",345,815719571,"female","1 new tweep followed me in the last day  I find relevant people to follow with the  CopyFollowers feature of https t cowtKUZZJHZ0",2
"344",346,815719572,"female","interesting  Thanks for the read       https t coUw9VNuzw91",2
"345",347,815719573,"brand","Take your shoes off and come on into this charming little gem tucked away in the heart of Dartmouth     This    https t coV0Kp4xgXwY",1
"346",348,815719574,"male","All of the computer hacking techniques described are real   SOCIAL ENGINEER is currently  FREE https t coRctWv97BPy  kindle  mystery",3
"347",349,815719575,"female","Put away for the plain style in order to the greenpoison  afnxWKG",2
"348",350,815719576,"brand","Miss the snow at Levi  the FIS inspection in ten days  Ten days before check FIS there are some white spots but    https t coC3EjYR4IQS",1
"349",351,815719577,"brand","nowplaying Death Grips   I Break Mirrors With My Face In The United States https t coX4cFxWzlMA",1
"350",352,815719578,"male","Thanks Vincent R  Photog for the follow",3
"351",353,815719579,"female","Photo   raabs an der thaya Holiday in the Waldviertel raabs an der thaya Raabs an der         https t cob7p6zbmh1P",2
"352",354,815719580,"male","IGht got you about to dm you the credits thing hold on real quick driving real quick got to log in my bmi",3
"353",355,815719581,"brand","one of my faves and I remember you the most every time I hear FFS cause we followed each other around the time it came out",1
"354",356,815719582,"male","Dharma Bums  Better than On The Road   making the bold statements today  So brave of me  https t coRiy6HPzvdD",3
"355",357,815719583,"male","Following  WWEHIAC and ahead of  RAW tonight  here s how I d book  to be a monster by Wrestlemania 32 https t coHZAOQcVSm8",3
"356",358,815719584,"female","For the best vpn exponent in order to yours crew wants  OcQGIh",2
"357",359,815719585,"brand","Stars join royals for Spectre premiere  The stars of the new James Bond film Spectre join the Duke and Duchess    https t cogJT57ieLzY",1
"358",360,815719586,"female","Photo  The back of the pumpkin me and Lily did   Halloween  pumpkin  pumpkin carving https t corPq2AkBWbh",2
"359",361,815719587,"brand","https t co1yq5cEd08Q One of the greatest unsolved mysteries of all time   TheZodiacKiller  https t com92qFzEMhY",1
"360",362,815719588,"male","Mlg time on the bus https t cot9Re2aVYcM",3
"361",363,815719589,"male","Listen     The Pig Hunter   Rmx  on  RenaissancePodcast 221015 https t coBS9DfvBpiv  dj  EDM  madeinitaly",3
"362",364,815719590,"brand","He isolated himself in the desert for 25 yrs What he reveals inside this doorway  WHOA  https t coiCnDF0NYuj via",1
"363",365,815719591,"brand","get a whole sale license then you can go to the callejones and get em for 2 3 bux",1
"364",366,815719592,"male","I added a video to a  playlist https t cojtVSol8JK0 JEM REACTS   to the new Jem And The Holograms Trailer",3
"365",367,815719593,"male","Seems as though someone has something in the works  https t cobcCWHS3xBd",3
"366",368,815719594,"female","In the history    https t coY2BRTwmf7C",2
"367",369,815719595,"female","Get in the outdo c preliminaries turn on so as to yours needs  Stpikn",2
"368",370,815719596,"male","The House science committee is worse than the Benghazi committee https t coKhdezWHpVG",3
"369",371,815719597,"brand","Never tell the truth to people who are not worthy of it  TYForTheLoveMadlangPeople",1
"370",372,815719598,"female","The best thing in the world is knowing I m yours and you re mine",2
